zip,Zipcode name,City,State,County Name,population
32922,"""COCOA. FL""",COCOA,FL,BREVARD,19041
32923,"""COCOA. FL""",COCOA,FL,BREVARD,19041
32924,"""COCOA. FL""",COCOA,FL,BREVARD,19041
32926,"""COCOA. FL""",COCOA,FL,BREVARD,19041
32927,"""COCOA. FL""",COCOA,FL,BREVARD,19041
32931,"""COCOA BEACH. FL""",COCOA BEACH,FL,BREVARD,11354
32932,"""COCOA BEACH. FL""",COCOA BEACH,FL,BREVARD,11354
32934,"""MELBOURNE. FL""",MELBOURNE,FL,BREVARD,84678
32935,"""MELBOURNE. FL""",MELBOURNE,FL,BREVARD,84678
32936,"""MELBOURNE. FL""",MELBOURNE,FL,BREVARD,84678
32937,"""SATELLITE BEACH. FL""",SATELLITE BEACH,FL,BREVARD,11226
32940,"""MELBOURNE. FL""",MELBOURNE,FL,BREVARD,84678
32941,"""MELBOURNE. FL""",MELBOURNE,FL,BREVARD,84678
32948,"""FELLSMERE. FL""",FELLSMERE,FL,INDIAN RIVER,4834
32955,"""ROCKLEDGE. FL""",ROCKLEDGE,FL,BREVARD,27678
32956,"""ROCKLEDGE. FL""",ROCKLEDGE,FL,BREVARD,27678
32958,"""SEBASTIAN. FL""",SEBASTIAN,FL,INDIAN RIVER,25054
32960,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32961,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32962,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32963,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32964,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32965,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32966,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32967,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32968,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32969,"""VERO BEACH. FL""",VERO BEACH,FL,INDIAN RIVER,16354
32976,"""SEBASTIAN. FL""",SEBASTIAN,FL,BREVARD,25054
32978,"""SEBASTIAN. FL""",SEBASTIAN,FL,INDIAN RIVER,25054
33002,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33010,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33011,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33012,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33013,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33014,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33015,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33016,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33017,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33018,"""HIALEAH. FL""",HIALEAH,FL,MIAMI-DADE,223109
33019,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33020,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33021,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33022,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33023,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33024,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33025,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33026,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33027,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33028,"""PEMBROKE PINES. FL""",PEMBROKE PINES,FL,BROWARD,171178
33029,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33030,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33031,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33032,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33033,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33034,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33035,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33039,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33040,"""KEY WEST. FL""",KEY WEST,FL,MONROE,26444
33041,"""KEY WEST. FL""",KEY WEST,FL,MONROE,26444
33045,"""KEY WEST. FL""",KEY WEST,FL,MONROE,26444
33050,"""MARATHON. FL""",MARATHON,FL,MONROE,9689
33051,"""KEY COLONY BEACH. FL""",KEY COLONY BEACH,FL,MONROE,790
33056,"""MIAMI GARDENS. FL""",MIAMI GARDENS,FL,MIAMI-DADE,111640
33060,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33061,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33062,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33063,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33064,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33065,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33066,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33067,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33068,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33069,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33071,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33072,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33073,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33074,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33075,"""CORAL SPRINGS. FL""",CORAL SPRINGS,FL,BROWARD,134394
33076,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33077,"""POMPANO BEACH. FL""",POMPANO BEACH,FL,BROWARD,112046
33081,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33082,"""PEMBROKE PINES. FL""",PEMBROKE PINES,FL,BROWARD,171178
33083,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33084,"""HOLLYWOOD. FL""",HOLLYWOOD,FL,BROWARD,153067
33090,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33092,"""HOMESTEAD. FL""",HOMESTEAD,FL,MIAMI-DADE,80737
33093,"""MARGATE. FL""",MARGATE,FL,BROWARD,58712
33097,"""COCONUT CREEK. FL""",COCONUT CREEK,FL,BROWARD,57833
33101,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33102,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33106,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33109,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33111,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33112,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33114,"""CORAL GABLES. FL""",CORAL GABLES,FL,MIAMI-DADE,49248
33116,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33119,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33122,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33124,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33125,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33126,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33127,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33128,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33129,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33130,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33131,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33132,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33133,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33134,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33135,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33136,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33137,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33138,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33139,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33140,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33141,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33142,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33143,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33144,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33145,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33146,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33147,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33150,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33151,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33152,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33153,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33154,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33155,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33156,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33157,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33158,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33159,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33160,"""NORTH MIAMI BEACH. FL""",NORTH MIAMI BEACH,FL,MIAMI-DADE,43676
33161,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33162,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33163,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33164,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33165,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33166,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33167,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33168,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33169,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33170,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33172,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33173,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33174,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33175,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33176,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33177,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33178,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33179,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33180,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33181,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33182,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33183,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33184,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33185,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33186,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33187,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33188,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33189,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33190,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33193,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33194,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33196,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33197,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33199,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33206,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33222,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33231,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33233,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33234,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33238,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33239,"""MIAMI BEACH. FL""",MIAMI BEACH,FL,MIAMI-DADE,82890
33243,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33245,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33247,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33255,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33256,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33257,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33261,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33265,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33266,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33269,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33280,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33283,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33296,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33299,"""MIAMI. FL""",MIAMI,FL,MIAMI-DADE,442241
33301,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33302,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33303,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33304,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33305,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33306,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33307,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33308,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33309,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33310,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33311,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33312,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33313,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33314,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33315,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33316,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33317,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33318,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33319,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33320,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33321,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33322,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33323,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33324,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33325,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33326,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33327,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33328,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33329,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33330,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33331,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33332,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33334,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33335,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33336,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33337,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33338,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33339,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33345,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33346,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33348,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33351,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33355,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33359,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33388,"""PLANTATION. FL""",PLANTATION,FL,BROWARD,91750
33394,"""FORT LAUDERDALE. FL""",FORT LAUDERDALE,FL,BROWARD,182760
33401,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33402,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33403,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33404,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33405,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33406,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33407,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33409,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33410,"""PALM BEACH GARDENS. FL""",PALM BEACH GARDENS,FL,PALM BEACH,59182
33411,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33412,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33413,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33415,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33416,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33417,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33418,"""PALM BEACH GARDENS. FL""",PALM BEACH GARDENS,FL,PALM BEACH,59182
33419,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33420,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33422,"""WEST PALM BEACH. FL""",WEST PALM BEACH,FL,PALM BEACH,117415
33424,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33425,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33426,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33427,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33428,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33429,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33430,"""BELLE GLADE. FL""",BELLE GLADE,FL,PALM BEACH,16698
33431,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33432,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33433,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33434,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33435,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33436,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33437,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33440,"""CLEWISTON. FL""",CLEWISTON,FL,HENDRY,7327
33441,"""DEERFIELD BEACH. FL""",DEERFIELD BEACH,FL,BROWARD,86859
33442,"""DEERFIELD BEACH. FL""",DEERFIELD BEACH,FL,BROWARD,86859
33443,"""DEERFIELD BEACH. FL""",DEERFIELD BEACH,FL,BROWARD,86859
33444,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33445,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33446,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33448,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33454,"""GREENACRES. FL""",GREENACRES,FL,PALM BEACH,43990
33464,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33471,"""MOORE HAVEN. FL""",MOORE HAVEN,FL,GLADES,1566
33472,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33473,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33474,"""BOYNTON BEACH. FL""",BOYNTON BEACH,FL,PALM BEACH,80380
33476,"""PAHOKEE. FL""",PAHOKEE,FL,PALM BEACH,5524
33481,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33482,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33483,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33484,"""DELRAY BEACH. FL""",DELRAY BEACH,FL,PALM BEACH,66846
33486,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33487,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33488,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33493,"""SOUTH BAY. FL""",SOUTH BAY,FL,PALM BEACH,4860
33496,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33497,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33498,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33499,"""BOCA RATON. FL""",BOCA RATON,FL,PALM BEACH,97422
33513,"""BUSHNELL. FL""",BUSHNELL,FL,SUMTER,3047
33514,"""CENTER HILL. FL""",CENTER HILL,FL,SUMTER,846
33521,"""COLEMAN. FL""",COLEMAN,FL,SUMTER,642
33523,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33525,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33526,"""DADE CITY. FL""",DADE CITY,FL,PASCO,7275
33539,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33540,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33541,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33542,"""ZEPHYRHILLS. FL""",ZEPHYRHILLS,FL,PASCO,17194
33563,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33564,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33565,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33566,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33567,"""PLANT CITY. FL""",PLANT CITY,FL,HILLSBOROUGH,39764
33576,"""SAN ANTONIO. FL""",SAN ANTONIO,FL,PASCO,1297
33597,"""WEBSTER. FL""",WEBSTER,FL,SUMTER,778
33601,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33602,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33603,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33604,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33605,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33606,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33607,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33608,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33609,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33610,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33611,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33612,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33613,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33614,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33615,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33616,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33617,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33618,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33619,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33620,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33621,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33622,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33623,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33624,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33625,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33626,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33629,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33630,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33631,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33633,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33634,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33635,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33637,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33646,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33647,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
33655,"""TAMPA. FL""",TAMPA,FL,HILLSBOROUGH,384959
